19.04.2015                                                                                                                                               Dynamic List Display                                                                                                                                                      1
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  OHDEST   |OBJVERS|DESTTYPE|LOGSYS   |COMSTRU|OBJSTAT|CONTREL|       CONTTIMESTMP|OWNER   |BWAPPL|ACTIVFL|TSTPNM     |           TIMESTMP|SOURCETLOGO|SOURCETLOGOSUB|SOURCEOBJNM|DATASOURCE|SOURCELOGSYS|INFOAREA             |NEW_OHD|TLOGO|OBJNM|SUBTYPE|TXTSH               |TXTLG                                            |
|  DW03406D |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,047 |           |              |           |          |            |                     |       |     |     |       |US&C Sales ODSL1 D  |US&C Sales ODSL1 D                               |
|  DW03406D |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,047 |           |              |           |          |            |                     |       |     |     |       |US&C Sales ODSL1 D  |US&C Sales ODSL1 D                               |
|  DW03406F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,056 |           |              |           |          |            |                     |       |     |     |       |US&C Sales ODSL1 F  |US&C Sales ODSL1 F                               |
|  DW03406F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,055 |           |              |           |          |            |                     |       |     |     |       |US&C Sales ODSL1 F  |US&C Sales ODSL1 F                               |
|  DW03407D |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,529 |           |              |           |          |            |                     |       |     |     |       |US&C sales ODS L2 D |US&C sales ODS L2 D                              |
|  DW03407D |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,529 |           |              |           |          |            |                     |       |     |     |       |US&C sales ODS L2 D |US&C sales ODS L2 D                              |
|  DW03407F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,142 |           |              |           |          |            |                     |       |     |     |       |US&C sales ODS L2 F |US&C sales ODS L2 F                              |
|  DW03407F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,141 |           |              |           |          |            |                     |       |     |     |       |US&C sales ODS L2 F |US&C sales ODS L2 F                              |
|  DW03411D |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,837 |           |              |           |          |            |                     |       |     |     |       |In Transit Inv ODS D|In Transit Inv ODS D                             |
|  DW03411D |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,836 |           |              |           |          |            |                     |       |     |     |       |In Transit Inv ODS D|In Transit Inv ODS D                             |
|  DW03411F |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,751 |           |              |           |          |            |                     |       |     |     |       |In Transit Inv ODS F|In Transit Inv ODS F                             |
|  DW03411F |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,750 |           |              |           |          |            |                     |       |     |     |       |In Transit Inv ODS F|In Transit Inv ODS F                             |
|  DW03412D |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,621 |           |              |           |          |            |                     |       |     |     |       |Inv Cust Cons ODS D |Inv Cust Cons ODS D                              |
|  DW03412D |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,620 |           |              |           |          |            |                     |       |     |     |       |Inv Cust Cons ODS D |Inv Cust Cons ODS D                              |
|  DW03412F |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,706 |           |              |           |          |            |                     |       |     |     |       |Inv Cust Cons ODS F |Inv Cust Cons ODS F                              |
|  DW03412F |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,705 |           |              |           |          |            |                     |       |     |     |       |Inv Cust Cons ODS F |Inv Cust Cons ODS F                              |
|  DW03413D |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,536 |           |              |           |          |            |                     |       |     |     |       |Inv Vendr Cons ODS D|Inv Vendr Cons ODS D                             |
|  DW03413D |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,535 |           |              |           |          |            |                     |       |     |     |       |Inv Vendr Cons ODS D|Inv Vendr Cons ODS D                             |
|  DW03413F |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,451 |           |              |           |          |            |                     |       |     |     |       |Inv Vendor Cons ODS |Inv Vendor Cons ODS                              |
|  DW03413F |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,451 |           |              |           |          |            |                     |       |     |     |       |Inv Vendor Cons ODS |Inv Vendor Cons ODS                              |
|  DW03414  |A      |FILA    |GDW RPM  |       |ACT    |       |                 0 |10163743|      |X      |DDIC       |20,140,823,223,026 |           |              |           |          |            |                     |       |     |     |       |WW BU Profitability |WW BU Profitability                              |
|  DW03415  |A      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,225,841 |           |              |           |          |            |                     |       |     |     |       |Margin Reporting    |Margin Reporting                                 |
|  DW03415  |M      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,225,840 |           |              |           |          |            |                     |       |     |     |       |Margin Reporting    |Margin Reporting                                 |
|  DW03418  |A      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,225,953 |           |              |           |          |            |                     |       |     |     |       |Sales Growth and VPE|Sales Growth and VPE                             |
|  DW03418  |M      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,225,952 |           |              |           |          |            |                     |       |     |     |       |Sales Growth and VPE|Sales Growth and VPE                             |
|  DW03419  |A      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,047 |           |              |           |          |            |                     |       |     |     |       |Reportable Account  |Reportable Account                               |
|  DW03419  |M      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,046 |           |              |           |          |            |                     |       |     |     |       |Reportable Account  |Reportable Account                               |
|  DW03420  |A      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,220 |           |              |           |          |            |                     |       |     |     |       |Unit Mfg Cost       |Unit Mfg Cost                                    |
|  DW03420  |M      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,219 |           |              |           |          |            |                     |       |     |     |       |Unit Mfg Cost       |Unit Mfg Cost                                    |
|  DW03421  |A      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,305 |           |              |           |          |            |                     |       |     |     |       |Free Product        |Free Product                                     |
|  DW03421  |M      |TAB     |GDWRPM   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,304 |           |              |           |          |            |                     |       |     |     |       |Free Product        |Free Product                                     |
|  DW03425D |A      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,235,537 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS D |PRD Goods Rec ODS D                              |
|  DW03425D |M      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,235,537 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS D |PRD Goods Rec ODS D                              |
|  DW03425F |A      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,111 |           |              |           |          |            |                     |       |     |     |       |PRD Purch Ord ODS F |PRD Purch Ord ODS F                              |
|  DW03425F |M      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,107 |           |              |           |          |            |                     |       |     |     |       |PRD Purch Ord ODS F |PRD Purch Ord ODS F                              |
|  DW03426D |A      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,128,000,000 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS D |PRD Goods Rec ODS D                              |
|  DW03426D |M      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,235,959 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS D |PRD Goods Rec ODS D                              |
|  DW03426F |A      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,111 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS F |PRD Goods Rec ODS F                              |
|  DW03426F |M      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,107 |           |              |           |          |            |                     |       |     |     |       |PRD Goods Rec ODS F |PRD Goods Rec ODS F                              |
|  DW03427D |A      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,235,739 |           |              |           |          |            |                     |       |     |     |       |PRD Invoice Rec ODS |PRD Invoice Rec ODS                              |
|  DW03427D |M      |TAB     |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,235,738 |           |              |           |          |            |                     |       |     |     |       |PRD Invoice Rec ODS |PRD Invoice Rec ODS                              |
|  DW03427F |A      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,111 |           |              |           |          |            |                     |       |     |     |       |PRD Invoic Rec ODS F|PRD Invoic Rec ODS F                             |
|  DW03427F |M      |FILL    |GDWPURCH |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,071,116,180,107 |           |              |           |          |            |                     |       |     |     |       |PRD Invoic Rec ODS F|PRD Invoic Rec ODS F                             |
|  DW03428D |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,237 |           |              |           |          |            |                     |       |     |     |       |Curr Inventory ODS D|Curr Inventory ODS D                             |
|  DW03428D |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,237 |           |              |           |          |            |                     |       |     |     |       |Curr Inventory ODS D|Curr Inventory ODS D                             |
|  DW03428F |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,152 |           |              |           |          |            |                     |       |     |     |       |Curr Inventory ODS F|Curr Inventory ODS F                             |
|  DW03428F |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,152 |           |              |           |          |            |                     |       |     |     |       |Curr Inventory ODS F|Curr Inventory ODS F                             |
|  DW03429D |A      |TAB     |ZGDWAP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,209,170,948 |           |              |           |          |            |                     |       |     |     |       |A/P ODS Extract Delt|A/P ODS Extract Delt                             |
|  DW03429D |M      |TAB     |ZGDWAP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,209,170,947 |           |              |           |          |            |                     |       |     |     |       |A/P ODS Extract Delt|A/P ODS Extract Delt                             |
|  DW03429F |A      |TAB     |ZGDWAP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,727,160,703 |           |              |           |          |            |                     |       |     |     |       |A/P ODS Extract Full|A/P ODS Extract Full                             |
|  DW03429F |M      |TAB     |ZGDWAP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,727,160,701 |           |              |           |          |            |                     |       |     |     |       |A/P ODS Extract Full|A/P ODS Extract Full                             |
|  DW03449  |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,011 |           |              |           |          |            |                     |       |     |     |       |GAR sales history   |GAR sales history                                |
|  DW03449  |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,011 |           |              |           |          |            |                     |       |     |     |       |GAR sales history   |GAR sales history                                |
|  DW03450D |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,232,249 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL1 D   |GAR sales ODSL1 D                                |
|  DW03450D |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,232,248 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL1 D   |GAR sales ODSL1 D                                |
|  DW03450F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,226 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL1 F   |GAR sales ODSL1 F                                |
|  DW03450F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,225 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL1 F   |GAR sales ODSL1 F                                |
|  DW03451D |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,445 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL2 Delt|GAR sales ODSL2 Delt                             |
|  DW03451D |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,444 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL2 Delt|GAR sales ODSL2 Delt                             |
|  DW03451F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,312 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL2 Full|GAR sales ODSL2 Full                             |
|  DW03451F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,002,311 |           |              |           |          |            |                     |       |     |     |       |GAR sales ODSL2 Full|GAR sales ODSL2 Full                             |
|  DW03455  |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,326 |           |              |           |          |            |                     |       |     |     |       |LAR sales history   |LAR sales history                                |
|  DW03455  |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,325 |           |              |           |          |            |                     |       |     |     |       |LAR sales history   |LAR sales history                                |
|  DW03456D |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,812 |           |              |           |          |            |                     |       |     |     |       |LAR Sales ODS L1 - D|LAR Sales ODS L1 - D                             |
|  DW03456D |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,812 |           |              |           |          |            |                     |       |     |     |       |LAR Sales ODS L1 - D|LAR Sales ODS L1 - D                             |
|  DW03456F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,728 |           |              |           |          |            |                     |       |     |     |       |LAR sales ODSL1 - F |LAR sales ODSL1 - F                              |
|  DW03456F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,233,727 |           |              |           |          |            |                     |       |     |     |       |LAR sales ODSL1 - F |LAR sales ODSL1 - F                              |
|  DW03457F |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,455 |           |              |           |          |            |                     |       |     |     |       |LAR sales ODSL1 Full|LAR sales ODSL1 Full                             |
|  DW03457F |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,454 |           |              |           |          |            |                     |       |     |     |       |LAR sales ODSL1 Full|LAR sales ODSL1 Full                             |
|  DW03461  |A      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,242 |           |              |           |          |            |                     |       |     |     |       |Indirect sales hist |Indirect sales hist                              |
|  DW03461  |M      |TAB     |GDWSA    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,234,241 |           |              |           |          |            |                     |       |     |     |       |Indirect sales hist |Indirect sales hist                              |
|  DW03462D |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,322 |           |              |           |          |            |                     |       |     |     |       |Inv Mvmts ODS Delta |Inv Mvmts ODS Delta                              |
|  DW03462D |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,234,321 |           |              |           |          |            |                     |       |     |     |       |Inv Mvmts ODS Delta |Inv Mvmts ODS Delta                              |
|  DW03462F |A      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,235,327 |           |              |           |          |            |                     |       |     |     |       |Inventory Movmts ODS|Inventory Movmts ODS                             |
|  DW03462F |M      |TAB     |GDWINV   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,235,326 |           |              |           |          |            |                     |       |     |     |       |Inventory Movmts ODS|Inventory Movmts ODS                             |
|  DW03474D |A      |TAB     |ZSERVICE |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,225,817 |           |              |           |          |            |                     |       |     |     |       |US Trip Sum Delta   |US Trip Sum Delta                                |
|  DW03474D |M      |TAB     |ZSERVICE |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,225,817 |           |              |           |          |            |                     |       |     |     |       |US Trip Sum Delta   |US Trip Sum Delta                                |
|  DW03501  |A      |TAB     |GDWSD    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,001,631 |           |              |           |          |            |                     |       |     |     |       |Sales Overview hist |Sales Overview hist                              |
|  DW03501  |M      |TAB     |GDWSD    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,001,631 |           |              |           |          |            |                     |       |     |     |       |Sales Overview hist |Sales Overview hist                              |
|  DW03502  |A      |TAB     |GDW MD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,609 |           |              |           |          |            |                     |       |     |     |       |Material Master     |Material Master                                  |
|  DW03502  |M      |TAB     |GDW MD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,608 |           |              |           |          |            |                     |       |     |     |       |Material Master     |Material Master                                  |
|  DW03503  |A      |TAB     |GDWSRD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,001,631 |           |              |           |          |            |                     |       |     |     |       |SRD Delivery Service|SRD Delivery Service                             |
|  DW03503  |M      |TAB     |GDWSRD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,204,001,631 |           |              |           |          |            |                     |       |     |     |       |SRD Delivery Service|SRD Delivery Service                             |
|  DW03507  |A      |TAB     |GDWCO    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,231,139 |           |              |           |          |            |                     |       |     |     |       |Costs & Allocation  |Costs & Allocation                               |
|  DW03507  |M      |TAB     |GDWCO    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,231,139 |           |              |           |          |            |                     |       |     |     |       |Costs & Allocation  |Costs & Allocation                               |
|  DW03510F |A      |TAB     |GDWCO    |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,130,224,012,522 |           |              |           |          |            |                     |       |     |     |       |Cost Center Trans F |Cost Center Trans F                              |
|  DW03510F |M      |TAB     |GDWCO    |       |ACT    |       |                 0 |        |      |X      |L589462    |20,061,115,125,850 |           |              |           |          |            |                     |       |     |     |       |Cost Center Trans F |Cost Center Trans F                              |
|  DW03513  |A      |TAB     |GDW MD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,410 |           |              |           |          |            |                     |       |     |     |       |Sales hierarchy-Terr|Sales hierarchy-Terr                             |
|  DW03513  |M      |TAB     |GDW MD   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,127,230,408 |           |              |           |          |            |                     |       |     |     |       |Sales hierarchy-Terr|Sales hierarchy-Terr                             |
|  DW03517F |A      |TAB     |GDWSOP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,232,100 |           |              |           |          |            |                     |       |     |     |       |S&OP Sales ODS Full |S&OP Sales ODS Full                              |
|  DW03517F |M      |TAB     |GDWSOP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,232,100 |           |              |           |          |            |                     |       |     |     |       |S&OP Sales ODS Full |S&OP Sales ODS Full                              |
|  DW03518F |A      |TAB     |GDWSOP   |       |ACT    |       |                 0 |        |      |X      |DDIC       |20,070,203,232,015 |           |              |           |          |            |                     |       |     |     |       |S&OP Mfg ODS Full   |S&OP Mfg ODS Full                                |
